txn_id,user_id,recipient_id,amount,txn_type,timestamp,device_id,location_latlon,label,user_amount_mean,user_amount_std,amount_zscore,time_since_last,is_new_recipient,is_new_device,hour
t17223,u0139,u0404,54408.07,topup,2025-05-24 18:40:07.061378,721e72cc-447d-490e-a3de-ae493085962c,"11.204338,102.537852",0,31061.049761904764,27023.7712247038,0.8639438235309119,12753.0,1,1,18
t12541,u0139,u0267,125453.59,topup,2025-05-24 20:44:17.061378,036720d7-6e32-47de-8168-28f7fbb20cc4,"13.597681,103.723949",0,31061.049761904764,27023.7712247038,3.4929447653037493,7450.0,1,1,20
t7265,u0139,u0242,8284.05,p2p,2025-05-26 04:35:09.061378,f23a0e19-5caf-4afc-b124-b5a4fa654154,"10.783062,105.775065",0,31061.049761904764,27023.7712247038,-0.8428505249142708,114652.0,1,1,4
t16885,u0139,u0055,12473.08,topup,2025-05-26 14:04:03.061378,5168f1a9-b859-4227-848f-6f91d98247f8,"11.79255,105.929459",0,31061.049761904764,27023.7712247038,-0.6878377413479788,34134.0,1,1,14
t18996,u0139,u0378,42165.51,p2p,2025-05-28 16:05:47.061378,3499e747-2e77-456d-903a-3dfea930b760,"11.333123,103.543814",0,31061.049761904764,27023.7712247038,0.4109145294992761,180104.0,1,1,16
t17210,u0139,u0207,7646.59,p2p,2025-05-28 16:49:42.061378,1c8c410b-9d60-49f8-96ea-f2a529619d13,"10.434103,104.701908",0,31061.049761904764,27023.7712247038,-0.8664393865390786,2635.0,1,1,16
t5294,u0139,u0229,42703.61,merchant,2025-05-29 18:11:53.061378,39b77147-2099-439e-acc1-aa29d3e377a7,"12.240667,104.7308",0,31061.049761904764,27023.7712247038,0.4308266282039933,91331.0,1,1,18
t17351,u0139,u0252,26831.23,p2p,2025-05-29 23:14:53.061378,478f7254-fc56-4821-92b8-fdd6b1ba95ac,"11.827007,104.882626",0,31061.049761904764,27023.7712247038,-0.1565221865865291,18180.0,1,1,23
t16639,u0139,u0462,23129.94,p2p,2025-05-30 06:10:05.061378,e96f14a1-c8c6-4895-b0fa-692959e548d8,"12.487471,102.667769",0,31061.049761904764,27023.7712247038,-0.2934864159394058,24912.0,1,1,6
t2167,u0139,u0452,32441.07,p2p,2025-05-30 09:57:34.061378,1e852f0f-759b-4478-94bd-f52daa7e4f41,"11.229933,104.038594",0,31061.049761904764,27023.7712247038,0.05106690056766353,13649.0,1,1,9
t11766,u0139,u0381,33828.02,p2p,2025-05-31 04:30:52.061378,477f9e23-d488-4b68-aeae-19fd190048dd,"11.632835,104.545405",0,31061.049761904764,27023.7712247038,0.1023902332168134,66798.0,1,1,4
t9535,u0139,u0308,20239.12,topup,2025-05-31 04:56:55.061378,008d5aba-d161-4296-9f53-785fdf17c5af,"10.970932,103.233321",0,31061.049761904764,27023.7712247038,-0.4004596424355417,1563.0,1,1,4
t55,u0139,u0144,59816.93,topup,2025-06-01 01:00:37.061378,5c990185-299e-4685-9e16-c9ede1418324,"11.497217,104.90624",0,31061.049761904764,27023.7712247038,1.0640957547704528,72222.0,1,1,1
t6040,u0139,u0278,21018.24,merchant,2025-06-02 01:27:28.061378,7e4840e4-4d19-4d7d-b473-2db53abf7062,"10.981452,103.383311",0,31061.049761904764,27023.7712247038,-0.37162872932864827,88011.0,1,1,1
t17480,u0139,u0085,141316.43,topup,2025-06-03 19:30:19.061378,d5e08039-fd8b-4120-9229-97ef72070fd9,"12.922544,105.385441",0,31061.049761904764,27023.7712247038,4.079940557567523,151371.0,1,1,19
t5496,u0139,u0349,14092.52,p2p,2025-06-04 03:36:32.061378,d17c3839-b288-4228-8c64-6cc71dec8717,"13.586447,103.658129",0,31061.049761904764,27023.7712247038,-0.6279112423210929,29173.0,1,1,3
t19434,u0139,u0394,21193.08,p2p,2025-06-05 02:57:45.061378,1ab76411-4477-4c7a-abae-571251e2cea8,"11.485211,105.942087",0,31061.049761904764,27023.7712247038,-0.3651588699390687,84073.0,1,1,2
t5965,u0139,u0217,18122.29,topup,2025-06-06 15:03:27.061378,eb78a1ae-cd1d-469c-af13-7647dfe6ba83,"11.297566,105.563485",0,31061.049761904764,27023.7712247038,-0.4787917886929411,129942.0,1,1,15
t14479,u0139,u0364,7654.5,topup,2025-06-07 03:47:33.061378,586a98aa-0963-472a-b57a-8f4c4b8ab4cc,"13.502387,105.088131",0,31061.049761904764,27023.7712247038,-0.8661466812784312,45846.0,1,1,3
t11789,u0139,u0081,26395.09,p2p,2025-06-07 12:50:19.061378,92d22150-4456-4c67-880e-fe90b2e12435,"12.239611,105.028119",0,31061.049761904764,27023.7712247038,-0.17266131078105684,32566.0,1,1,12
t10911,u0139,u0284,43789.21,p2p,2025-06-08 08:58:52.061378,c66d6a77-b608-46da-8673-a270e86f340a,"12.214813,105.71227",0,31061.049761904764,27023.7712247038,0.4709986675160933,72513.0,1,1,8
t13806,u0139,u0493,35413.49,merchant,2025-06-08 18:06:44.061378,a18bd014-af9c-4729-aba7-e0702ad63c86,"11.75885,102.581735",0,31061.049761904764,27023.7712247038,0.16105969081459837,32872.0,1,1,18
t7120,u0139,u0018,19135.72,merchant,2025-06-08 18:12:52.061378,1bd091a1-8b97-4ce7-9f98-01f4134690e7,"10.544434,103.334546",0,31061.049761904764,27023.7712247038,-0.44129036109524244,368.0,1,1,18
t15543,u0139,u0055,7826.38,merchant,2025-06-09 14:15:38.061378,6613395b-7cf1-49b7-82a6-0c1d035735ac,"12.296833,104.886652",0,31061.049761904764,27023.7712247038,-0.8597863550837336,72166.0,1,1,14
t4231,u0139,u0215,21329.43,merchant,2025-06-09 15:03:46.061378,51da37ca-9835-430e-99d2-f89f33659d9a,"10.823266,103.926058",0,31061.049761904764,27023.7712247038,-0.3601133121275315,2888.0,1,1,15
t15950,u0139,u0029,39543.86,merchant,2025-06-09 16:01:49.061378,b8834653-20b8-44eb-a3ec-d78f4c0eff46,"11.983311,104.960794",0,31061.049761904764,27023.7712247038,0.3139017928904264,3483.0,1,1,16
t14162,u0139,u0426,39359.4,topup,2025-06-10 04:49:52.061378,a431dace-87c4-4974-80d6-ec26997e3f70,"10.464761,105.80608",0,31061.049761904764,27023.7712247038,0.3070759506174806,46083.0,1,1,4
t10968,u0139,u0125,6981.95,topup,2025-06-10 16:35:10.061378,e65d8589-342b-41fb-99cc-3a2bc3bca61c,"13.297699,105.136486",0,31061.049761904764,27023.7712247038,-0.891034029324998,42318.0,1,1,16
t7668,u0139,u0430,3182.95,p2p,2025-06-11 12:22:36.061378,43d0b6dd-4c44-4272-8d85-ade705333b76,"11.689866,103.321643",0,31061.049761904764,27023.7712247038,-1.03161396424271,71246.0,1,1,12
t12559,u0139,u0381,39517.96,merchant,2025-06-12 05:20:53.061378,441ed308-a5ef-4100-a056-e5c97591b23d,"11.068718,102.506918",0,31061.049761904764,27023.7712247038,0.3129433774352095,61097.0,1,1,5
t17838,u0139,u0052,14158.83,p2p,2025-06-13 16:35:54.061378,6613395b-7cf1-49b7-82a6-0c1d035735ac,"12.483421,103.515697",0,31061.049761904764,27023.7712247038,-0.6254574767289914,126901.0,1,1,16
t18343,u0139,u0352,7861.84,p2p,2025-06-17 04:43:10.061378,89221d20-fa66-4498-841e-ad9ac186ccc3,"11.465919,103.130604",0,31061.049761904764,27023.7712247038,-0.8584741770126143,302836.0,1,1,4
t5755,u0139,u0487,25850.35,merchant,2025-06-19 13:50:40.061378,cbded8e8-fe36-4d14-a011-182e8ebb620b,"11.775543,105.853524",0,31061.049761904764,27023.7712247038,-0.19281911908510388,205650.0,1,1,13
t9612,u0139,u0139,33080.45,p2p,2025-06-19 15:56:39.061378,55f51981-760b-45da-9cda-c396c243c61b,"11.173799,105.803171",0,31061.049761904764,27023.7712247038,0.07472681075131354,7559.0,1,1,15
t4825,u0140,u0162,40687.9,p2p,2025-05-22 07:40:13.061378,855adbbf-9b5e-4d77-b781-893d6e4e8df0,"13.562214,102.520574",0,30823.60146341463,25427.69722687758,0.3879351892769359,0.0,1,1,7
t11484,u0140,u0450,51547.52,topup,2025-05-22 12:58:18.061378,5e3fda8e-1126-4f43-909e-46a15c630b27,"13.401949,104.242181",0,30823.60146341463,25427.69722687758,0.8150135795497744,19085.0,1,1,12
t12477,u0140,u0460,27953.68,topup,2025-05-22 21:05:42.061378,f785b1d7-26d7-41a2-92ca-6c11213a347d,"11.279915,105.06835",0,30823.60146341463,25427.69722687758,-0.11286596020897505,29244.0,1,1,21
t4756,u0140,u0087,3896.71,topup,2025-05-22 22:21:24.061378,a5b53f41-2538-4428-afeb-20adfeb4170b,"12.517016,104.602544",0,30823.60146341463,25427.69722687758,-1.058959103656165,4542.0,1,1,22
t8848,u0140,u0007,23185.65,merchant,2025-05-24 14:21:41.061378,72eaf196-24d5-47ea-8587-aabcd0833ee9,"10.630069,102.85342",0,30823.60146341463,25427.69722687758,-0.300379204426784,144017.0,1,1,14
t17846,u0140,u0035,58654.72,p2p,2025-05-25 02:37:26.061378,f8810c7f-8c8d-4b79-b105-5f8344bedcfd,"11.416193,105.866244",0,30823.60146341463,25427.69722687758,1.094519817829486,44145.0,1,1,2
t17198,u0140,u0163,7162.67,topup,2025-05-25 03:48:11.061378,c66b5dcb-9d1d-4de5-80bf-e0bc9bb51703,"11.849718,105.544315",0,30823.60146341463,25427.69722687758,-0.9305180588041828,4245.0,1,1,3
t11084,u0140,u0090,53071.71,p2p,2025-05-26 12:50:20.061378,905dabfb-57fb-4d61-94c0-2a1246459c1a,"12.549538,102.892279",0,30823.60146341463,25427.69722687758,0.8749556964627012,118929.0,1,1,12
t4489,u0140,u0293,76266.96,p2p,2025-05-27 12:53:05.061378,5cfbc40f-a3f7-402d-adc7-296d708f900e,"13.533479,105.92666",0,30823.60146341463,25427.69722687758,1.7871598096799286,86565.0,1,1,12
t11442,u0140,u0425,25303.33,merchant,2025-05-27 18:16:33.061378,9daa87d8-9342-49a9-be08-8dd5c479922b,"11.813093,105.815055",0,30823.60146341463,25427.69722687758,-0.21709679072234636,19408.0,1,1,18
t2261,u0140,u0304,15090.57,p2p,2025-05-28 14:44:43.061378,1dadb152-bf3f-4d26-9efc-1b77028a09a3,"12.069694,102.590792",0,30823.60146341463,25427.69722687758,-0.6187359918217252,73690.0,1,1,14
t5457,u0140,u0007,32040.44,p2p,2025-05-28 23:16:29.061378,e67c0695-a432-4a39-9bb8-a1474da64f8b,"12.900968,104.832488",0,30823.60146341463,25427.69722687758,0.04785484606522473,30706.0,1,1,23
t16135,u0140,u0491,63425.71,p2p,2025-05-29 05:34:07.061378,f77d1b22-4de4-4184-9bf6-00bf937d534d,"12.610523,103.573566",0,30823.60146341463,25427.69722687758,1.2821494705436518,22658.0,1,1,5
t13314,u0140,u0362,15914.12,topup,2025-05-29 10:38:22.061378,75f7e946-22ec-4cd1-84d2-0a86b5b2a4d1,"11.81027,104.575003",0,30823.60146341463,25427.69722687758,-0.5863480806140405,18255.0,1,1,10
t1113,u0140,u0072,5372.59,merchant,2025-05-29 23:24:09.061378,cc7ed21d-72b3-449c-bb2c-fee2e99edafc,"11.583767,103.077521",0,30823.60146341463,25427.69722687758,-1.0009168835199282,45947.0,1,1,23
t7426,u0140,u0331,48324.75,topup,2025-05-30 03:54:50.061378,cc7ed21d-72b3-449c-bb2c-fee2e99edafc,"10.442381,103.04724",0,30823.60146341463,25427.69722687758,0.688271076237541,16241.0,1,0,3
t2220,u0140,u0382,25574.26,topup,2025-05-30 19:58:51.061378,4de4f868-b1b5-4859-8120-885e4a551eb0,"12.005002,102.660098",0,30823.60146341463,25427.69722687758,-0.20644187385816337,57841.0,1,1,19
t12401,u0140,u0487,20581.71,p2p,2025-05-31 03:39:30.061378,f888bf8d-cd82-49c7-b4ec-e11df77ded0f,"10.417222,103.83361",0,30823.60146341463,25427.69722687758,-0.40278485983342405,27639.0,1,1,3
t14344,u0140,u0252,5715.3,topup,2025-06-01 12:35:33.061378,f1fa4986-994f-45d8-9fb3-eef79d72c059,"10.704442,102.95714",0,30823.60146341463,25427.69722687758,-0.9874390606190898,118563.0,1,1,12
t17447,u0140,u0140,12106.69,p2p,2025-06-01 23:06:19.061378,33814fba-b0e2-46b3-8863-43f28d1cb5a3,"13.305922,105.966846",0,30823.60146341463,25427.69722687758,-0.7360836215884499,37846.0,1,1,23
t16517,u0140,u0240,36694.3,topup,2025-06-02 09:20:47.061378,4c26c8db-8ac3-4af0-a754-29ff8da617c5,"10.935434,105.873735",0,30823.60146341463,25427.69722687758,0.23087810446240203,36868.0,1,1,9
t778,u0140,u0427,28731.91,topup,2025-06-03 14:23:40.061378,647bec2b-b1f4-4052-b3d1-985f5d24354d,"12.14192,103.108474",0,30823.60146341463,25427.69722687758,-0.08226035746578228,104573.0,1,1,14
t16676,u0140,u0128,135691.58,p2p,2025-06-04 09:22:29.061378,68e080ea-4e00-4c4e-b14b-3aeb3e4fafef,"11.676222,103.275214",0,30823.60146341463,25427.69722687758,4.124163411295374,68329.0,1,1,9
t12324,u0140,u0463,29170.36,p2p,2025-06-04 16:30:15.061378,d5f53497-40d7-4fbd-bf0e-6ef5d3bd42ea,"11.939939,105.50232",0,30823.60146341463,25427.69722687758,-0.06501734894291257,25666.0,1,1,16
t12567,u0140,u0163,29627.07,merchant,2025-06-04 22:26:05.061378,2e8558ee-52c3-46c9-899e-805947e21c32,"13.5991,102.919558",0,30823.60146341463,25427.69722687758,-0.04705622584454377,21350.0,1,1,22
t16880,u0140,u0156,25402.66,p2p,2025-06-05 09:42:21.061378,7dbc64a8-62cf-45a9-80a6-4cefff3dbb17,"12.032878,102.52556",0,30823.60146341463,25427.69722687758,-0.21319042047128783,40576.0,1,1,9
t6471,u0140,u0435,27352.19,merchant,2025-06-06 02:07:32.061378,49b8af3f-b475-4184-8ffb-80acd261235c,"11.803483,105.208927",0,30823.60146341463,25427.69722687758,-0.13652087455820738,59111.0,1,1,2
t2339,u0140,u0373,5688.28,topup,2025-06-06 12:14:49.061378,87bba189-62f2-457f-8d6a-129f3f5980f9,"10.850355,103.371493",0,30823.60146341463,25427.69722687758,-0.9885016814202939,36437.0,1,1,12
t4619,u0140,u0341,7102.85,p2p,2025-06-09 15:28:11.061378,9da61672-db5e-4182-b1ad-c19f407a2948,"11.529918,104.951153",0,30823.60146341463,25427.69722687758,-0.9328706115920448,270802.0,1,1,15
t2647,u0140,u0356,2900.61,topup,2025-06-09 15:52:09.061378,1fe30ebd-48ab-48dd-b6e7-643c7f0a3691,"13.359938,104.787958",0,30823.60146341463,25427.69722687758,-1.0981329223119534,1438.0,1,1,15
t1881,u0140,u0162,70915.31,merchant,2025-06-10 06:02:38.061378,f74e5a63-131d-4d93-9f1a-3b5033a14106,"12.180641,103.596111",0,30823.60146341463,25427.69722687758,1.576694428082447,51029.0,1,1,6
t2803,u0140,u0274,20877.26,topup,2025-06-11 01:09:50.061378,bb5662aa-7896-4ca5-bf8c-f932243657be,"12.005606,105.83409",0,30823.60146341463,25427.69722687758,-0.3911617074353533,68832.0,1,1,1
t1707,u0140,u0098,11955.13,p2p,2025-06-11 12:17:17.061378,57f48faf-3f95-4df5-8e1b-177b9447d730,"12.372696,102.818274",0,30823.60146341463,25427.69722687758,-0.7420440512194821,40047.0,1,1,12
t10891,u0140,u0009,37321.92,p2p,2025-06-12 15:33:48.061378,496ce835-7866-4630-b927-4cb908e295e2,"11.823433,102.764124",0,30823.60146341463,25427.69722687758,0.25556063840954174,98191.0,1,1,15
t17713,u0140,u0368,45661.0,topup,2025-06-14 16:26:36.061378,55854659-539c-4e38-b15a-fe6ad1655a94,"12.012494,103.88728",0,30823.60146341463,25427.69722687758,0.5835132613149863,175968.0,1,1,16
t126,u0140,u0023,24763.59,p2p,2025-06-17 16:19:08.061378,bbfd6253-4854-4167-b3cb-fb3d9a1480d6,"12.631736,102.941978",0,30823.60146341463,25427.69722687758,-0.23832325079791647,258752.0,1,1,16
t658,u0140,u0107,33805.48,p2p,2025-06-18 19:01:21.061378,2e967627-1c32-40f0-a5d7-ff737da1399a,"10.906992,105.248238",0,30823.60146341463,25427.69722687758,0.11726891782530226,96133.0,1,1,19
t12064,u0140,u0247,47115.04,topup,2025-06-18 20:59:52.061378,00e2264d-99bd-46b2-ab97-c55bb9f17c3f,"12.022984,105.605045",0,30823.60146341463,25427.69722687758,0.6406965755186435,7111.0,1,1,20
t397,u0140,u0031,9963.8,topup,2025-06-19 12:57:04.061378,080d6913-dc5f-4f02-877a-5e20dac9d4c4,"12.752679,103.112966",0,30823.60146341463,25427.69722687758,-0.8203574738716571,57432.0,1,1,12
t18888,u0140,u0103,4609.68,merchant,2025-06-19 15:28:01.061378,4d2bdc6e-d403-4078-9eb2-90131bceec2c,"12.09926,105.086969",0,30823.60146341463,25427.69722687758,-1.0309199936400846,9057.0,1,1,15
t12447,u0140,u0137,16540.65,topup,2025-06-20 07:35:34.061378,f8217562-dbd0-4a36-852f-8df259772861,"12.4896,103.860666",0,30823.60146341463,25427.69722687758,-0.5617084133091402,58053.0,1,1,7
t17808,u0141,u0293,115108.88,merchant,2025-05-21 21:19:38.061378,a8e194f9-2042-447e-9485-f77b0733a10f,"11.693183,105.581375",0,33686.16975616558,29365.427549175656,2.7727404992650997,0.0,1,1,21
t3524,u0141,u0053,38980.49,p2p,2025-05-22 02:57:51.061378,87ce3ce6-236f-490d-a7e0-f6b848c228d9,"12.540808,103.301903",0,33686.16975616558,29365.427549175656,0.18029093003902263,20293.0,1,1,2
t14910,u0141,u0000,44586.65,p2p,2025-05-22 18:31:14.061378,2cb6720a-1f22-4f6f-a015-979891013dc8,"11.869304,102.965879",0,33686.16975616558,29365.427549175656,0.37120114207703464,56003.0,1,1,18
t14867,u0141,u0156,6844.2,topup,2025-05-23 01:07:27.061378,eb0fb7ff-53a9-4917-b7c7-ce52d8fdead8,"11.999502,104.980106",0,33686.16975616558,29365.427549175656,-0.914067050827567,23773.0,1,1,1
t18756,u0141,u0031,15034.71,topup,2025-05-23 03:57:51.061378,14685a3d-e91a-48df-bbda-0e09c629baf4,"10.927401,105.942631",0,33686.16975616558,29365.427549175656,-0.6351502876956806,10224.0,1,1,3
t6168,u0141,u0052,11452.26,merchant,2025-05-24 05:11:37.061378,8ed5443a-7b34-4e81-905b-dfa5c31d75f4,"11.484751,105.861338",0,33686.16975616558,29365.427549175656,-0.7571457871312256,90826.0,1,1,5
t19494,u0141,u0110,11005.92,merchant,2025-05-25 08:40:45.061378,d85ae78b-dc8a-4869-bb19-9f857ed1b291,"11.771318,102.62941",0,33686.16975616558,29365.427549175656,-0.7723452933959499,98948.0,1,1,8
t19374,u0141,u0199,40681.86,merchant,2025-05-26 02:06:51.061378,04eba807-7d3a-4c25-9c25-d5c717c6cd24,"13.171434,102.8255",0,33686.16975616558,29365.427549175656,0.23822878901113773,62766.0,1,1,2
t17735,u0141,u0377,19037.68,p2p,2025-05-26 09:42:44.061378,54af0287-4368-40c7-8ac6-254a126fa1dd,"13.57872,105.400489",0,33686.16975616558,29365.427549175656,-0.49883454724556847,27353.0,1,1,9
t15102,u0141,u0380,23704.77,p2p,2025-05-26 13:09:02.061378,5e3fda8e-1126-4f43-909e-46a15c630b27,"10.786778,104.970907",0,33686.16975616558,29365.427549175656,-0.33990309657336415,12378.0,1,1,13
t18733,u0141,u0023,50179.97,topup,2025-05-28 11:16:10.061378,5d19dcc4-42fc-4f8f-9027-25899ec77305,"12.743425,102.612104",0,33686.16975616558,29365.427549175656,0.5616741052454873,166028.0,1,1,11
t19564,u0141,u0040,34699.57,p2p,2025-05-28 18:05:00.061378,8d23f504-01b6-4279-bc2c-13ee57c374e5,"11.78692,103.383421",0,33686.16975616558,29365.427549175656,0.03450997749436364,24530.0,1,1,18
t13421,u0141,u0366,56538.4,p2p,2025-05-28 19:54:49.061378,47b1f534-b059-401c-9829-be4006dbc3a1,"11.715745,105.836377",0,33686.16975616558,29365.427549175656,0.7782018567775263,6589.0,1,1,19
t1158,u0141,u0057,37400.55,topup,2025-05-28 23:59:17.061378,c19c59af-31b9-4aa4-b6f1-a53da1f2d7bc,"10.881594,103.214897",0,33686.16975616558,29365.427549175656,0.12648820582006784,14668.0,1,1,23
t14792,u0141,u0220,33692.81,topup,2025-05-29 09:56:20.061378,5cadafdf-eca9-42ee-bcd8-54a4b5cc6ed3,"10.541442,105.499856",0,33686.16975616558,29365.427549175656,0.00022612454129250864,35823.0,1,1,9
t6648,u0141,u0427,95360.96,merchant,2025-05-31 00:29:50.061378,dfb02d46-d38c-4805-9478-a2eadc38b6b2,"11.203794,103.254567",0,33686.16975616558,29365.427549175656,2.1002517378830317,138810.0,1,1,0
t15386,u0141,u0006,15120.52,p2p,2025-06-01 18:16:57.061378,8c1e77cf-2701-46a8-8810-6a486db12099,"13.47788,105.549902",0,33686.16975616558,29365.427549175656,-0.6322281439653943,150427.0,1,1,18
t3025,u0141,u0145,33550.98,p2p,2025-06-02 07:09:37.061378,6119a728-9592-4125-b59d-eb6ecf40e3ef,"11.055649,103.375441",0,33686.16975616558,29365.427549175656,-0.004603704677522183,46360.0,1,1,7
t7446,u0141,u0396,3522.85,topup,2025-06-02 12:21:32.061378,58c2a90b-7ef8-409f-b39a-dea410a26a86,"11.948877,105.68181",0,33686.16975616558,29365.427549175656,-1.0271711421757361,18715.0,1,1,12
t14688,u0141,u0476,5943.58,merchant,2025-06-03 12:26:07.061378,68e080ea-4e00-4c4e-b14b-3aeb3e4fafef,"12.827671,105.654674",0,33686.16975616558,29365.427549175656,-0.9447364493402163,86675.0,1,1,12
t18637,u0141,u0056,47016.43,p2p,2025-06-03 15:48:36.061378,fb68d8b3-1c73-42c1-a8c7-e3c4417ae914,"13.479156,104.620559",0,33686.16975616558,29365.427549175656,0.4539440204475628,12149.0,1,1,15
t19356,u0141,u0105,33649.9,merchant,2025-06-03 18:20:58.061378,9cea197f-da99-43cd-b1de-f4a51dbb0566,"10.589811,103.06003",0,33686.16975616558,29365.427549175656,-0.0012351175921018946,9142.0,1,1,18
t8617,u0141,u0300,65245.42,merchant,2025-06-04 11:50:34.061378,ccd69f06-21de-4cf3-8b28-e3ab2cd6dd0d,"12.156876,102.716084",0,33686.16975616558,29365.427549175656,1.074707670814088,62976.0,1,1,11
t3565,u0141,u0296,13617.19,merchant,2025-06-04 15:45:42.061378,789aef50-c35e-4d77-acf0-6b3f52e92e43,"12.239744,103.443737",0,33686.16975616558,29365.427549175656,-0.6834220180366131,14108.0,1,1,15
t16863,u0141,u0358,53346.49,merchant,2025-06-04 23:12:14.061378,9ca45336-00ad-4f39-8ccc-9a099054f40d,"10.993807,102.757991",0,33686.16975616558,29365.427549175656,0.6695056699212376,26792.0,1,1,23
t6874,u0141,u0160,10396.77,merchant,2025-06-05 01:13:07.061378,b4cb7cdd-270c-4a20-a402-0046630ea1f3,"11.784189,105.186093",0,33686.16975616558,29365.427549175656,-0.7930890744623046,7253.0,1,1,1
t5107,u0141,u0153,21642.49,p2p,2025-06-05 17:04:44.061378,61c5ac17-4191-4628-aaa7-807ea188658b,"12.898408,103.686686",0,33686.16975616558,29365.427549175656,-0.41013125846702236,57097.0,1,1,17
t16505,u0141,u0380,29575.93,topup,2025-06-07 06:28:33.061378,b1e7abfb-7fa6-4d44-9e91-3e0be18abf92,"10.722948,102.862059",0,33686.16975616558,29365.427549175656,-0.13996866721189502,134629.0,1,1,6
t12818,u0141,u0399,14766.14,topup,2025-06-10 08:49:27.061378,7a14b114-808e-4ff2-a755-ddb716e13172,"10.86882,105.699357",0,33686.16975616558,29365.427549175656,-0.6442960765506275,267654.0,1,1,8
t2691,u0141,u0261,13515.55,topup,2025-06-11 05:31:09.061378,f9389c3c-02b3-4d12-9a05-613610cf5033,"11.250244,105.935522",0,33686.16975616558,29365.427549175656,-0.6868832310507875,74502.0,1,1,5
t14280,u0141,u0280,20423.4,merchant,2025-06-11 18:01:38.061378,db78f1ff-02d2-4914-94f3-fe8081bb623e,"13.050645,104.652267",0,33686.16975616558,29365.427549175656,-0.45164572298345074,45029.0,1,1,18
t11198,u0141,u0197,133550.95097812635,p2p,2025-06-14 11:33:10.061378,2a8c7f7e-bf33-4090-8418-e61f1fc270d8,"10.744038,102.647605",1,33686.16975616558,29365.427549175656,3.400760334741462,235892.0,1,1,11
t18770,u0141,u0456,19446.1,p2p,2025-06-16 08:35:27.061378,046ffc61-3b43-4d8d-80c7-e8150d94f1d8,"11.140739,105.634717",0,33686.16975616558,29365.427549175656,-0.48492635539935564,162137.0,1,1,8
t4467,u0141,u0338,15209.91,topup,2025-06-17 12:34:34.061378,25d89728-3e80-40d9-9729-ce2e16fd4213,"12.400277,103.120714",0,33686.16975616558,29365.427549175656,-0.6291840881671156,100747.0,1,1,12
t16706,u0141,u0442,14045.34,p2p,2025-06-18 16:23:55.061378,a16867e0-7152-4207-9222-47e2fe823168,"11.473381,105.893033",0,33686.16975616558,29365.427549175656,-0.6688419476704311,100161.0,1,1,16
t9157,u0141,u0189,40071.26,topup,2025-06-19 20:40:18.061378,a3d7eaa4-5298-4cc2-89bd-d1b389412db3,"12.736407,104.411654",0,33686.16975616558,29365.427549175656,0.21743563015188117,101783.0,1,1,20
t4210,u0141,u0009,8421.4,p2p,2025-06-20 03:33:40.061378,6972ef2a-0380-4a37-ad4c-67912bb63eae,"12.923079,104.410761",0,33686.16975616558,29365.427549175656,-0.8603576336103715,24802.0,1,1,3
t5326,u0142,u0209,3055.76,p2p,2025-05-22 15:56:21.061378,6373f44b-32ef-4aa3-8f04-7206d413277a,"12.908269,102.921136",0,37439.809555979795,34971.53738434267,-0.9832009722104494,0.0,1,1,15
t13529,u0142,u0386,46272.51,p2p,2025-05-22 16:56:01.061378,6c8f1279-0db8-4a7f-9602-9903fa996e60,"13.21774,104.650647",0,37439.809555979795,34971.53738434267,0.2525682627831727,3580.0,1,1,16
t17775,u0142,u0337,69892.25,merchant,2025-05-23 04:31:54.061378,a76bd44a-0f28-4bdc-a2ab-a89dd26629b2,"11.435694,104.027237",0,37439.809555979795,34971.53738434267,0.9279672233840567,41753.0,1,1,4
t4228,u0142,u0151,18640.3,merchant,2025-05-24 13:40:31.061378,49a641c9-074b-45cf-871b-92dabaa22c23,"12.101832,105.620994",0,37439.809555979795,34971.53738434267,-0.5375660025857669,119317.0,1,1,13
t5501,u0142,u0465,32176.81,merchant,2025-05-24 22:29:52.061378,cde000dd-27dc-46a8-997d-b02f6abaf230,"10.460352,102.848566",0,37439.809555979795,34971.53738434267,-0.15049380009058808,31761.0,1,1,22
t17501,u0142,u0260,14698.68,topup,2025-05-25 05:50:05.061378,e3e4409b-a338-4695-8eca-d90ecd049f54,"12.239555,103.684213",0,37439.809555979795,34971.53738434267,-0.6502753741149901,26413.0,1,1,5
t1874,u0142,u0366,7814.44,topup,2025-05-25 10:47:08.061378,48b293f7-6714-4614-b796-fed6eedeb44c,"13.256525,103.976125",0,37439.809555979795,34971.53738434267,-0.8471280295856698,17823.0,1,1,10
t4299,u0142,u0431,66819.8,topup,2025-05-25 13:46:16.061378,cbf49487-9971-4b84-945f-da4b209b280f,"12.315975,104.97123",0,37439.809555979795,34971.53738434267,0.8401114918434816,10748.0,1,1,13
t9931,u0142,u0429,11944.78,topup,2025-05-25 17:37:21.061378,b4cb7cdd-270c-4a20-a402-0046630ea1f3,"13.202145,102.576829",0,37439.809555979795,34971.53738434267,-0.7290222696184451,13865.0,1,1,17
t12637,u0142,u0461,58458.15,topup,2025-05-26 12:54:16.061378,8205def9-82a0-4e01-bd47-96601c9506e7,"11.883401,104.40104",0,37439.809555979795,34971.53738434267,0.6010127668402265,69415.0,1,1,12
t7682,u0142,u0319,16346.54,merchant,2025-05-26 13:24:06.061378,02069589-47ae-44a8-b81e-25f78ad68b1c,"10.412099,104.938464",0,37439.809555979795,34971.53738434267,-0.603155340989487,1790.0,1,1,13
