txn_id,user_id,recipient_id,amount,txn_type,timestamp,device_id,location_latlon,label
t1380,u0460,u0270,81202.46,topup,2025-05-28T22:42:56.061378,dadc8328-e4a8-44b3-9921-5c28c8b81e17,"11.692602,104.753578",0
t1381,u0454,u0278,5829.52,topup,2025-06-12T06:44:38.061378,e319389f-e227-4d10-a24b-539f03707c6c,"11.504802,105.341409",0
t1382,u0332,u0207,26867.36,p2p,2025-06-05T10:55:07.061378,4dcccf98-1869-4b23-983e-a4a712139238,"10.518305,103.670725",0
t1383,u0371,u0368,60854.43,topup,2025-05-27T22:24:58.061378,10615217-c329-4683-8055-489a654a2e0e,"13.574157,103.493748",0
t1384,u0047,u0261,55604.27,topup,2025-06-05T23:24:34.061378,79411d3d-acb7-44c8-8189-ec910525e4ff,"11.490268,104.724899",0
t1385,u0011,u0014,22978.18,topup,2025-06-19T13:55:33.061378,8fbaa969-7850-4a38-9dcc-456ea237ffab,"11.172287,105.209552",0
t1386,u0371,u0216,49777.44,topup,2025-05-27T04:16:59.061378,4ab11000-4209-40a2-8d8f-214851b7812e,"10.591826,103.805426",0
t1387,u0321,u0259,39804.6,merchant,2025-05-27T19:51:42.061378,a57aa14c-5ff5-468f-a4c5-dcc11878a54d,"12.820992,105.794701",0
t1388,u0229,u0152,18594.18,topup,2025-05-22T01:40:59.061378,cb529cbf-3e82-4c45-8368-74c1973e5ec0,"11.484737,103.326341",0
t1389,u0381,u0297,16900.6,topup,2025-06-16T16:56:07.061378,1a4f6c85-284e-4e11-b29d-5952c9b422d2,"12.305757,103.72618",0
t1390,u0145,u0341,18564.3,topup,2025-06-18T14:55:46.061378,702bb04b-595e-4aa9-9cc5-152bc4a06147,"10.847909,103.82183",0
t1391,u0377,u0126,43681.4,p2p,2025-06-06T17:34:42.061378,a79e21bd-429f-4599-b244-89d4aad99fc4,"12.263581,105.37995",0
t1392,u0184,u0232,43513.5,p2p,2025-05-28T22:21:21.061378,e826f13a-6c81-4c52-9fe6-c9030008df22,"11.762215,103.942185",0
t1393,u0047,u0031,37480.33,merchant,2025-05-28T03:08:38.061378,6613395b-7cf1-49b7-82a6-0c1d035735ac,"11.08731,102.773254",0
t1394,u0346,u0269,28810.37,merchant,2025-06-19T08:57:28.061378,40959734-79a1-407f-b5ba-cfd8e826bbf4,"12.060624,103.881739",0
t1395,u0135,u0299,23199.38,merchant,2025-06-11T08:55:54.061378,d7b2f079-4a83-47f9-ae02-b70822fa222e,"12.604857,105.81737",0
t1396,u0374,u0498,33974.14,merchant,2025-05-29T17:20:05.061378,79c4cf76-0a4e-4f08-9876-66c0c170b747,"12.018515,104.196675",0
t1397,u0234,u0066,25432.45,topup,2025-06-15T17:30:48.061378,c58d6acd-463f-4395-a9b7-796d447f7793,"12.093252,104.930647",0
t1398,u0233,u0242,6039.02,p2p,2025-05-29T10:20:26.061378,75e3fcae-87d0-4e1a-bb8d-6ccbfdbc9f4d,"12.188885,105.725941",0
t1399,u0060,u0308,16493.65,merchant,2025-05-27T04:09:36.061378,45eb70c5-c61a-4bf0-b42d-76e618fc99ab,"11.582675,103.513567",0
t1400,u0267,u0078,6366.74,p2p,2025-06-08T20:24:00.061378,d83aa08b-9d22-4eb1-bf42-e7d6553b6343,"13.571264,103.56141",0
t1401,u0248,u0014,61012.66,p2p,2025-05-28T17:12:50.061378,9c177365-1037-4b70-8029-f8e7a9092d14,"12.286798,102.670279",0
t1402,u0457,u0156,13841.34,merchant,2025-06-01T06:46:47.061378,6c8f1279-0db8-4a7f-9602-9903fa996e60,"13.0212,104.210778",0
t1403,u0062,u0280,5690.94,merchant,2025-05-25T02:19:39.061378,0a3e90a6-0808-4f76-98f0-da94c7fbd13e,"10.542984,104.184118",0
t1404,u0158,u0289,8621.74,merchant,2025-06-07T05:12:06.061378,23b1eee2-aeaa-4cf4-bdab-cfba128ce2eb,"11.607378,105.42061",0
t1405,u0426,u0310,49496.6,p2p,2025-05-28T12:59:57.061378,2560705b-7982-40ae-b4e7-470ce65f06e7,"12.436673,105.165876",0
t1406,u0341,u0229,15269.08,p2p,2025-06-06T14:30:48.061378,80f41ed2-56be-498b-9145-43f08448b188,"12.959397,104.825758",0
t1407,u0209,u0198,15577.59,p2p,2025-06-10T00:16:48.061378,3c86f270-da3a-43e3-85b2-d37022491da0,"12.131182,105.853278",0
t1408,u0455,u0226,34123.64,topup,2025-06-04T06:46:28.061378,4ea34f9b-a201-40de-b974-3d3cb06df445,"10.683296,103.079652",0
t1409,u0012,u0292,97373.17,topup,2025-06-05T19:26:35.061378,5ec043a0-7e6b-4d3a-bc5c-76fdd1b4f8bc,"12.464511,104.7537",0
t1410,u0043,u0098,25171.35,topup,2025-06-17T02:53:30.061378,70b54c44-9f96-4150-b570-14f5d307445d,"12.824369,105.850525",0
t1411,u0267,u0096,22586.03,merchant,2025-06-15T05:13:32.061378,e50fe712-0286-4910-b7c8-160184813774,"10.459725,104.80389",0
t1412,u0272,u0092,32193.98,p2p,2025-06-04T03:57:49.061378,749cc4d6-c2ae-49b4-a3ad-c4ea40330f47,"11.058576,105.403917",0
t1413,u0429,u0454,44389.51,topup,2025-06-12T09:10:26.061378,4dcccf98-1869-4b23-983e-a4a712139238,"12.982147,104.623992",0
t1414,u0205,u0301,17620.54,p2p,2025-06-14T16:13:00.061378,01b10d24-dc17-434c-b0af-b357f61fc030,"13.388316,103.689848",0
t1415,u0092,u0212,37319.81,p2p,2025-06-16T10:39:33.061378,5bacb390-5a7b-4208-bafd-340274526247,"11.622435,102.818588",0
t1416,u0050,u0277,18538.73,p2p,2025-06-04T16:04:04.061378,79c4cf76-0a4e-4f08-9876-66c0c170b747,"10.984541,105.189066",0
t1417,u0078,u0157,18804.95,merchant,2025-05-30T00:43:51.061378,7ac1c438-4e43-4aec-b483-1c9082a02cdb,"12.366321,103.638517",0
t1418,u0013,u0365,51343.64,p2p,2025-06-05T06:49:57.061378,caa0426f-13a7-4728-9bda-10a8035b1355,"10.715981,102.998612",0
t1419,u0457,u0165,26805.98,merchant,2025-06-09T01:06:49.061378,64647075-e29a-4280-9c08-4b95d4305e7f,"13.048772,102.923382",0
t1420,u0103,u0122,78838.36,topup,2025-06-19T06:22:57.061378,192af972-ac31-4e81-9101-390adf4a49f3,"11.977534,105.133365",0
t1421,u0197,u0486,15184.11,p2p,2025-06-03T21:21:06.061378,cdfc11a3-0a13-4d4d-b1fb-cda6069a831a,"11.418677,104.435924",0
t1422,u0033,u0247,31602.87,p2p,2025-06-10T14:22:25.061378,72e5401f-7937-4a1d-b5b2-52625ed73b2a,"11.147969,105.601546",0
t1423,u0137,u0283,32672.2,topup,2025-05-26T17:52:34.061378,cdee3b45-d0c7-4bfb-ac71-2dba582957d0,"12.841531,104.780428",0
t1424,u0064,u0155,38724.84,topup,2025-06-10T13:30:09.061378,a943542a-db57-4647-bd46-c5f77a3b702e,"10.668507,104.725296",0
t1425,u0104,u0400,26434.92,p2p,2025-06-08T22:32:28.061378,46533914-5381-4d6d-8a7a-8724cfdc5a64,"13.552988,105.237083",0
t1426,u0275,u0487,28805.19,merchant,2025-06-17T18:24:30.061378,6119a728-9592-4125-b59d-eb6ecf40e3ef,"10.533735,105.344253",0
t1427,u0492,u0424,49688.78,topup,2025-06-04T20:36:33.061378,1241ec13-5276-41de-82bb-28a76222b38d,"13.510662,102.5019",0
t1428,u0477,u0471,13364.98,merchant,2025-06-04T02:01:48.061378,47b1f534-b059-401c-9829-be4006dbc3a1,"11.202845,104.879992",0
t1429,u0179,u0431,23838.79,topup,2025-06-01T03:29:08.061378,56c8cb78-a563-4e07-9632-8daf9a122a7c,"13.090189,103.48459",0
t1430,u0082,u0378,29538.83,topup,2025-06-18T03:38:48.061378,ae5a734d-beba-4f07-83c2-99bbc7611937,"11.362043,103.883567",0
t1431,u0062,u0425,25296.03,p2p,2025-06-17T19:57:15.061378,4fc6c916-e39b-45b1-b4c4-8691efd8d240,"13.210494,103.237976",0
t1432,u0258,u0490,51276.62,merchant,2025-06-07T10:48:29.061378,3c92ece8-664c-4836-ad94-f97aaef763ca,"11.236354,105.134429",0
t1433,u0231,u0139,29395.12,p2p,2025-06-06T10:20:41.061378,58f18289-d31b-4222-85d1-06cc115d9276,"11.073996,105.856474",0
t1434,u0168,u0008,15622.83,topup,2025-05-28T07:24:39.061378,4ea34f9b-a201-40de-b974-3d3cb06df445,"13.351225,104.630754",0
t1435,u0002,u0461,36239.34,p2p,2025-05-30T05:47:35.061378,481756b1-b7e3-4207-ade3-5c32311b938c,"12.17853,104.937715",0
t1436,u0250,u0390,16738.15,merchant,2025-06-16T22:34:39.061378,c357a7c4-764e-44dc-b63e-71344f9e6c44,"12.919377,104.77184",0
t1437,u0039,u0275,26668.73,p2p,2025-06-12T10:16:39.061378,702bb04b-595e-4aa9-9cc5-152bc4a06147,"10.79493,105.902137",0
t1438,u0192,u0423,43720.16,topup,2025-06-08T04:40:10.061378,4cfe0196-5a68-437d-9474-d62e8c56896a,"10.966997,105.18788",0
t1439,u0356,u0004,22710.08,p2p,2025-06-13T06:41:06.061378,dcef1ed2-775e-4c95-b798-970462ed047a,"13.395993,104.056022",0
t1440,u0113,u0380,13557.02,p2p,2025-06-04T11:09:16.061378,dc5df93e-4b59-46d6-8390-66e244b38ef5,"13.348476,103.752374",0
t1441,u0046,u0417,36514.16,topup,2025-06-05T12:50:15.061378,83b6ada9-5f3f-43ea-b800-ba3fcc2c9a7c,"12.69699,103.319903",0
t1442,u0252,u0495,10256.54,merchant,2025-05-23T14:28:46.061378,db0f5c89-7dd6-4bc0-8520-3bf2c092d09c,"11.977081,104.964167",0
t1443,u0310,u0107,21647.35,p2p,2025-05-31T08:04:00.061378,a9bff016-c44d-405c-9077-4ab3d2e9b8bd,"12.442996,102.888313",0
t1444,u0142,u0291,15283.55,topup,2025-06-14T19:10:26.061378,1cda99aa-6c79-4799-96c1-3e7d5bb33bf3,"12.165713,104.809434",0
t1445,u0289,u0344,31930.02,topup,2025-06-20T02:07:23.061378,bbb2f344-50a5-4e53-acd0-c4b9c1195e91,"10.961692,104.558576",0
t1446,u0381,u0033,57955.5,p2p,2025-06-03T10:05:36.061378,046ffc61-3b43-4d8d-80c7-e8150d94f1d8,"12.223691,103.297878",0
t1447,u0267,u0373,17285.94,merchant,2025-05-31T03:07:56.061378,fb20ea86-b86f-46f7-9875-d8c835c61fde,"12.569532,105.97183",0
t1448,u0354,u0347,30764.84,topup,2025-06-20T15:30:10.061378,51ec3ef2-c8ee-4612-bed3-f689eea0124d,"12.578177,105.590857",0
t1449,u0001,u0480,24571.05,merchant,2025-05-24T08:02:01.061378,884e2494-1ddb-4d5a-af3e-24d124805f17,"13.40403,104.013919",0
t1450,u0208,u0140,29631.65,p2p,2025-06-15T23:28:00.061378,75acc877-71c2-44f3-8799-44248987cbbd,"11.985839,104.310399",0
t1451,u0022,u0452,25342.63,topup,2025-06-01T17:13:36.061378,a57aa14c-5ff5-468f-a4c5-dcc11878a54d,"11.289386,103.970217",0
t1452,u0229,u0161,40207.44,p2p,2025-06-09T20:09:28.061378,0837a2c0-43f4-4fcd-b7d0-af818eb6e810,"11.471059,105.580345",0
t1453,u0413,u0012,15748.6,topup,2025-06-01T18:29:05.061378,cc3841f9-52a1-4ae4-8463-75c887fa2f56,"11.756225,102.760541",0
t1454,u0127,u0100,12708.42,p2p,2025-06-06T19:11:01.061378,d304411c-8b2c-4b28-be41-c3d53aa14b07,"10.601101,104.688531",0
t1455,u0014,u0245,12985.47,merchant,2025-05-22T23:35:54.061378,e741d0df-f2e9-4678-9389-aee0f3ea35e8,"12.951107,105.772713",0
t1456,u0430,u0128,3663.26,p2p,2025-05-27T01:15:09.061378,198fa606-0b02-4477-8955-d6e87922470a,"11.162749,103.692807",0
t1457,u0027,u0420,7958.9,merchant,2025-06-16T01:04:28.061378,af025637-79bc-4fba-a4cb-3d702e58b3ab,"11.15758,102.755188",0
t1458,u0307,u0317,22200.58,merchant,2025-05-26T11:04:25.061378,f5ffd46c-8b03-4452-8a97-5977e68a6a32,"11.82866,102.936892",0
t1459,u0498,u0031,19192.2,p2p,2025-06-09T03:18:22.061378,67bb04fd-3fc4-4349-a03e-807da59964cc,"13.248268,104.926773",0
t1460,u0400,u0065,31640.29,p2p,2025-06-12T06:28:53.061378,6bbd9bcb-aeab-4c27-90ef-52eb62b3921d,"11.364707,104.691648",0
t1461,u0033,u0052,11477.02,topup,2025-05-24T12:36:33.061378,40959734-79a1-407f-b5ba-cfd8e826bbf4,"10.56705,105.474753",0
t1462,u0205,u0049,28672.74,topup,2025-06-10T18:35:04.061378,a7f65bbd-9a01-4887-831a-66c3bb86e447,"13.166665,105.256162",0
t1463,u0319,u0005,59683.15,merchant,2025-06-09T10:54:30.061378,d1be17a0-3fda-4a75-b40a-bacbad920e82,"12.944527,105.579784",0
t1464,u0317,u0051,30318.71,merchant,2025-05-23T01:52:07.061378,cb529cbf-3e82-4c45-8368-74c1973e5ec0,"12.055081,104.557347",0
t1465,u0055,u0052,20623.14,p2p,2025-06-19T17:02:18.061378,4f4e8fa6-6f30-404d-b5ee-7465507a0cb4,"10.616142,105.262957",0
t1466,u0099,u0463,21950.78,topup,2025-05-27T22:23:18.061378,25d89728-3e80-40d9-9729-ce2e16fd4213,"12.028474,103.743869",0
t1467,u0246,u0371,29336.19,topup,2025-06-12T09:38:02.061378,abfd3fb8-7c07-4500-9e6d-7c9aa6af8737,"11.178088,105.28959",0
t1468,u0030,u0065,8060.1,merchant,2025-06-19T04:37:37.061378,e6501c43-109a-4839-a1ce-fbbbc408bcd0,"12.042002,104.780967",0
t1469,u0183,u0159,28216.86,topup,2025-06-17T02:05:14.061378,aee62c4d-dfe2-43ac-bc73-758894659e54,"10.865999,104.143333",0
t1470,u0308,u0175,39949.43,merchant,2025-06-08T17:19:38.061378,ad067ef5-fded-4d43-898f-5d306bdc26cb,"10.425862,104.55254",0
t1471,u0347,u0074,44217.39,p2p,2025-06-02T08:11:07.061378,8b251302-503c-4485-9722-6cef3bfefd83,"13.021388,104.458075",0
t1472,u0027,u0216,7637.8,merchant,2025-05-31T07:16:29.061378,98d75190-98d7-4cd8-b14a-4c36b8ca3bd4,"11.04119,105.679751",0
t1473,u0402,u0035,22491.04,merchant,2025-05-31T00:13:27.061378,dce559cd-0063-4f22-b068-83a5fc806910,"11.92232,104.921444",0
t1474,u0239,u0307,33859.75,topup,2025-06-06T21:25:17.061378,2909d287-f3ad-4744-adeb-dc2a71a96702,"12.250914,105.870727",0
t1475,u0315,u0153,33655.34,merchant,2025-06-06T18:28:41.061378,d684fee2-476a-4bae-b920-1b6e768d33ee,"10.735513,105.566369",0
t1476,u0466,u0021,15799.33,merchant,2025-06-01T11:14:07.061378,75702dff-c107-4d84-a3f6-aac783fe4c54,"10.411831,103.280588",0
t1477,u0117,u0238,56088.09,topup,2025-06-01T03:56:00.061378,4d2bdc6e-d403-4078-9eb2-90131bceec2c,"11.938388,105.189219",0
t1478,u0417,u0169,5926.0,topup,2025-06-09T01:34:41.061378,11176a75-e8d1-4f01-bb21-7e4a465d9743,"11.681,105.391295",0
t1479,u0003,u0185,30801.18,p2p,2025-05-25T09:30:43.061378,ea6a3ca4-700c-4940-b8ff-1f9e297734b4,"10.496056,102.903163",0
t1480,u0148,u0225,45678.1,p2p,2025-06-19T05:58:59.061378,94c895c3-43fa-4360-8cf7-ec271b6acc2b,"12.849705,102.653667",0
t1481,u0015,u0101,6493.23,p2p,2025-06-04T14:36:38.061378,dcbe98ed-5dbe-4e87-a82d-be05776d3ddb,"11.100624,103.416996",0
t1482,u0089,u0173,60269.85,topup,2025-06-02T18:10:41.061378,9ca45336-00ad-4f39-8ccc-9a099054f40d,"11.02716,103.116271",0
t1483,u0134,u0466,19991.74,p2p,2025-05-22T20:04:07.061378,e08ecbf9-f9c6-4be2-b4e8-0ab1b10605bb,"12.567848,103.82623",0
t1484,u0403,u0453,19022.36,p2p,2025-06-07T05:51:15.061378,2068a180-4462-42f6-9451-c040564453b0,"11.07276,104.096713",0
t1485,u0189,u0414,10363.33,merchant,2025-05-30T03:15:28.061378,0eb2d219-5972-4dac-a26e-850614af2136,"12.086166,105.29658",0
t1486,u0319,u0451,63269.29,merchant,2025-05-24T23:46:46.061378,10efab2f-72d5-44f7-a05a-a05b55c497d4,"10.862183,105.734544",0
t1487,u0406,u0097,19171.98,p2p,2025-06-16T16:04:49.061378,aab6fcd3-8f59-466a-88eb-8ed4d3b8efaf,"12.621932,103.612831",0
t1488,u0219,u0325,43942.74,p2p,2025-05-24T01:25:49.061378,a7e17c4e-ec61-4ece-9e9c-0aa71284864f,"12.37129,103.161858",0
t1489,u0274,u0150,27868.72,p2p,2025-06-06T17:23:05.061378,c414322e-0bd6-449c-969e-d181da0b949d,"10.570429,105.284642",0
t1490,u0446,u0064,15397.9,topup,2025-06-19T04:06:51.061378,75b0a885-c891-411e-9db4-db924afb0a63,"11.96477,105.045545",0
t1491,u0401,u0240,291565.0179744863,topup,2025-06-20T16:00:13.061378,79ffe3ec-020b-4129-b5b5-73d7c83c5789,"10.935787,103.858405",1
t1492,u0384,u0260,20227.59,merchant,2025-06-15T00:30:21.061378,4e7edfeb-c03f-4340-8319-b51f82eee34b,"11.885655,103.626381",0
t1493,u0191,u0269,35321.77,topup,2025-06-14T06:41:27.061378,fda94843-72df-4899-a6ce-cf699a6554f8,"13.458406,104.158154",0
t1494,u0297,u0205,21089.8,topup,2025-06-19T03:59:53.061378,3519162c-a96c-41ee-9317-50662bfeee56,"10.517134,103.268342",0
t1495,u0103,u0231,49899.02,p2p,2025-06-10T00:51:57.061378,2ef664a0-e949-457e-92b6-ec1d4d2b554a,"11.379197,105.610481",0
t1496,u0292,u0080,27433.9,merchant,2025-06-03T04:09:26.061378,8df1bf14-3213-4acf-b625-3ff20b209cfb,"10.671229,105.13068",0
t1497,u0151,u0227,20528.29,topup,2025-06-07T21:13:25.061378,32f6476c-368b-4b32-9f96-6839241d9ef0,"12.268679,104.128386",0
t1498,u0318,u0172,38401.0,merchant,2025-06-12T17:14:18.061378,82317ec5-a306-43eb-bdeb-05190131728e,"11.784018,103.786292",0
t1499,u0254,u0162,38981.55,merchant,2025-06-09T09:06:12.061378,3499e747-2e77-456d-903a-3dfea930b760,"10.97461,103.318266",0
t1500,u0330,u0038,67102.85,merchant,2025-05-25T19:38:01.061378,f7b521b9-7a26-44b5-a90a-274c1477f468,"13.096331,104.294768",0
t1501,u0329,u0040,42349.7,merchant,2025-06-01T20:56:50.061378,c709dc16-97df-40cd-8896-d6eb79c727ff,"10.779481,103.760829",0
t1502,u0279,u0102,12093.25,merchant,2025-05-31T08:43:07.061378,8092c185-b553-449a-bf29-75fdb36f1d0a,"11.453572,103.559505",0
t1503,u0417,u0393,15424.11,topup,2025-06-04T03:23:00.061378,06bc6c5e-4cab-4e51-9d2f-03cc2f50a6f7,"12.658056,105.992985",0
t1504,u0437,u0385,40960.52,topup,2025-06-17T04:23:47.061378,94c895c3-43fa-4360-8cf7-ec271b6acc2b,"11.235633,105.195266",0
t1505,u0144,u0421,38063.48,merchant,2025-06-10T10:04:59.061378,b2118a3f-5177-4505-866a-088463717c40,"11.698427,104.529838",0
t1506,u0335,u0006,62857.05,merchant,2025-06-15T16:53:10.061378,c2554ea8-2916-470a-b601-be206eddc82d,"13.444764,105.529131",0
t1507,u0116,u0116,41438.5,topup,2025-06-01T00:07:52.061378,21fe912a-7796-4cf4-aeb5-6f4b9b9f23e6,"11.147914,104.554513",0
t1508,u0282,u0387,73251.26,merchant,2025-06-13T05:10:49.061378,83ed0532-e8b8-462f-8e4d-4b95ce9d2972,"12.934128,103.595762",0
t1509,u0096,u0219,10829.17,topup,2025-06-11T02:15:02.061378,49b8af3f-b475-4184-8ffb-80acd261235c,"11.803779,105.485304",0
t1510,u0015,u0191,38148.96,p2p,2025-06-18T20:27:18.061378,55f51981-760b-45da-9cda-c396c243c61b,"10.810706,105.801739",0
t1511,u0004,u0255,13274.55,topup,2025-06-08T00:49:15.061378,3c86f270-da3a-43e3-85b2-d37022491da0,"11.12157,103.990018",0
t1512,u0385,u0206,23263.28,topup,2025-06-16T21:57:47.061378,61db5c3c-5f3d-486a-be82-c550162eac33,"11.443454,102.581339",0
t1513,u0402,u0016,11489.59,p2p,2025-05-29T06:40:20.061378,10148ab7-643c-479b-8326-71a6ab2fff9f,"13.581624,104.488668",0
t1514,u0409,u0308,18873.65,topup,2025-06-18T16:13:34.061378,797a9038-a607-49e1-b56a-09112f872a6e,"11.650835,103.834615",0
t1515,u0485,u0200,4976.73,p2p,2025-06-16T18:20:08.061378,27320bf0-a6b8-4d9b-b7ea-6a201776adbd,"11.002684,102.880234",0
t1516,u0291,u0492,48588.24,merchant,2025-06-05T14:32:48.061378,4b556b34-bac6-4b9c-868a-a2e9774e9255,"10.948556,104.862099",0
t1517,u0090,u0016,35067.98,topup,2025-06-20T02:34:44.061378,75f7e946-22ec-4cd1-84d2-0a86b5b2a4d1,"10.485883,103.196496",0
t1518,u0466,u0493,46425.58,merchant,2025-06-04T14:16:50.061378,11176a75-e8d1-4f01-bb21-7e4a465d9743,"11.145726,104.808495",0
t1519,u0035,u0232,42817.71,p2p,2025-06-08T17:07:12.061378,fea3c5dc-de59-4505-9ff6-1b98f1cee0d4,"10.435351,103.643702",0
t1520,u0465,u0210,18825.31,merchant,2025-05-29T10:34:07.061378,06ef9a46-3d69-4bcb-830b-27f7defa5f6f,"10.813241,103.964446",0
t1521,u0380,u0035,12825.15,merchant,2025-05-31T20:10:31.061378,081c59d0-0523-4abb-a39d-199ea9affafc,"13.185437,103.58415",0
t1522,u0418,u0363,17836.87,topup,2025-06-13T20:46:04.061378,e439f261-1511-4673-a927-0feac77b01d1,"12.33187,105.78704",0
t1523,u0300,u0103,47189.53,topup,2025-06-13T02:19:55.061378,432c46ff-4823-462b-bb50-24e1b01dd750,"11.045449,105.968798",0
t1524,u0228,u0032,19960.49,merchant,2025-06-20T04:18:31.061378,8a75aa5d-763f-4f34-a378-915c0156a48b,"11.189888,103.65112",0
t1525,u0291,u0450,7510.85,merchant,2025-06-13T03:47:10.061378,8d4c5907-8a60-4a2e-b241-455763c16009,"12.243625,105.080517",0
t1526,u0147,u0330,15357.31,merchant,2025-06-07T15:38:21.061378,dadc8328-e4a8-44b3-9921-5c28c8b81e17,"13.096446,105.273214",0
t1527,u0200,u0313,14931.19,p2p,2025-06-10T23:10:50.061378,6331fb7f-c269-4780-bf57-5245ae5a8efc,"10.97465,104.662078",0
t1528,u0221,u0234,13339.91,merchant,2025-05-30T17:20:14.061378,008d5aba-d161-4296-9f53-785fdf17c5af,"12.219569,103.87743",0
t1529,u0484,u0022,82384.37,p2p,2025-05-29T11:36:48.061378,57be6f43-a681-472d-80f1-08f720b13aac,"13.224179,104.382081",0
t1530,u0341,u0469,14974.61,p2p,2025-06-01T08:43:45.061378,3ad78827-c42f-4e90-816f-9a447d3cf6ae,"11.97916,105.973364",0
t1531,u0283,u0062,32711.57,merchant,2025-05-25T12:46:38.061378,ced1b470-9eaf-4d59-b192-027bbcfc50a8,"10.736719,105.182887",0
t1532,u0166,u0209,18070.2,merchant,2025-05-29T19:39:38.061378,51ec3ef2-c8ee-4612-bed3-f689eea0124d,"11.063591,102.656223",0
t1533,u0013,u0037,9153.31,topup,2025-06-13T05:45:58.061378,5e6201a2-1e48-4893-990b-05037bb78774,"11.499705,103.897696",0
t1534,u0099,u0203,36140.55,p2p,2025-05-22T08:07:08.061378,1768de6e-cabc-4188-8a40-6ef425cd3da8,"10.766985,105.709979",0
t1535,u0167,u0343,64805.04,topup,2025-06-13T08:29:39.061378,ab9b5ca2-c250-4f9f-9f55-53132806fcb1,"11.876342,102.78892",0
t1536,u0336,u0124,149193.38,topup,2025-06-12T01:35:39.061378,91e6d6ed-3e70-4a0b-bfe7-90cb1f2391fa,"11.906521,103.476997",0
t1537,u0082,u0087,8944.57,p2p,2025-06-20T06:48:07.061378,03ac5df6-d0bf-4a75-921c-16b7e1774f77,"10.967157,102.93453",0
t1538,u0379,u0200,83807.85,p2p,2025-05-25T14:00:09.061378,e86ef3b2-a69b-4077-9ab2-6599bed0064c,"12.843485,104.870841",0
t1539,u0078,u0225,12799.77,merchant,2025-05-30T10:55:28.061378,7ee6a9aa-f6af-42a0-af78-c10bf96b40b1,"12.686119,105.624407",0
t1540,u0272,u0110,2542.88,merchant,2025-05-24T03:14:56.061378,efec5841-0b14-4ff5-8ee2-7f714dcf573f,"12.431329,104.330061",0
t1541,u0339,u0366,25555.14,topup,2025-05-26T19:22:19.061378,caa0426f-13a7-4728-9bda-10a8035b1355,"12.609109,104.053953",0
t1542,u0306,u0002,72237.26,p2p,2025-06-09T03:18:24.061378,48ceba7a-e295-4c82-a5e1-855744e4a288,"11.045562,103.373949",0
t1543,u0465,u0122,32654.44,p2p,2025-05-26T06:04:55.061378,bb5662aa-7896-4ca5-bf8c-f932243657be,"11.749385,105.962517",0
t1544,u0172,u0420,6773.47,p2p,2025-05-24T21:12:33.061378,d1f0f41f-eb08-4e94-970e-c9a7e2a254e4,"13.467985,102.838111",0
t1545,u0427,u0425,38320.24,topup,2025-05-29T23:12:24.061378,c9422f7d-ceba-432b-9cf7-4be86d3cd156,"10.934551,103.95488",0
t1546,u0055,u0417,16686.58,merchant,2025-06-06T11:33:29.061378,9b2f4765-01c1-4586-a4da-010554b68221,"12.405717,104.686357",0
t1547,u0478,u0277,39379.15,merchant,2025-06-11T14:07:33.061378,45eb70c5-c61a-4bf0-b42d-76e618fc99ab,"11.143706,102.870599",0
t1548,u0165,u0088,10365.5,p2p,2025-06-10T08:08:08.061378,667c3a68-15e6-429a-8b0e-09d2cc7cabcc,"11.411969,103.862153",0
t1549,u0234,u0112,29048.17,p2p,2025-06-04T08:02:08.061378,3519162c-a96c-41ee-9317-50662bfeee56,"12.39651,102.653786",0
t1550,u0453,u0111,23499.91,merchant,2025-06-05T10:55:19.061378,48ceba7a-e295-4c82-a5e1-855744e4a288,"12.316381,105.940859",0
t1551,u0052,u0364,15378.65,topup,2025-06-18T10:46:52.061378,d5e08039-fd8b-4120-9229-97ef72070fd9,"11.206208,102.831606",0
t1552,u0166,u0323,94960.64,topup,2025-06-09T16:19:14.061378,2de99172-d4f9-40fb-9278-333f105484ee,"13.358571,105.199922",0
t1553,u0068,u0170,6323.09,p2p,2025-06-06T06:04:03.061378,35758694-02b8-4dde-bfd3-7b8700d06f4b,"12.532386,102.736297",0
t1554,u0009,u0311,12718.87,topup,2025-06-12T14:37:44.061378,5022d9cb-bde1-4ed5-aa6b-202abc8c2a1f,"12.035284,105.096349",0
t1555,u0257,u0300,20298.93,topup,2025-05-22T11:05:42.061378,a7f65bbd-9a01-4887-831a-66c3bb86e447,"10.467883,105.156294",0
t1556,u0063,u0158,70489.99,p2p,2025-06-11T14:50:43.061378,affddd9b-dba7-4a77-aca8-8f5d8398c33e,"11.179346,102.777864",0
t1557,u0070,u0191,43972.29,merchant,2025-06-05T05:11:25.061378,766d9c3b-0619-48ba-959d-6d1903aaa3db,"10.885346,103.215349",0
t1558,u0019,u0121,12373.72,topup,2025-06-19T20:25:02.061378,b2118a3f-5177-4505-866a-088463717c40,"11.819924,105.570662",0
t1559,u0068,u0142,48479.7,merchant,2025-05-23T17:45:18.061378,79411d3d-acb7-44c8-8189-ec910525e4ff,"12.933695,103.952127",0
t1560,u0416,u0147,29178.46,p2p,2025-06-01T22:25:30.061378,c3e8195d-80ac-4a83-a787-0344a19c22fb,"12.745194,103.699549",0
t1561,u0105,u0276,42957.34,p2p,2025-06-02T20:56:38.061378,1fe30ebd-48ab-48dd-b6e7-643c7f0a3691,"12.599519,105.018258",0
